date,source_image,months,samvatsara,shakaYear,rashi,sunrise,sunset,quote,event_01,event_02,event_03,event_04,event_05,event_06,event_07,event_08,event_09,event_10,event_11,event_12,event_13,tithi_name,tithi_end_time,nakshatra_name,nakshatra_end_time,yoga_name,yoga_end_time,karana_name,karana_end_time,ayana,ritu,solarYear,paksha,solarRashi,chandraEntryRashi,rahuKala_prefix,rahuKala_from,rahuKala_to,rahuKala_prefix_2,rahuKala_from_2,rahuKala_to_2,gulikaKala_prefix,gulikaKala_from,gulikaKala_to,gulikaKala_prefix_2,gulikaKala_from_2,gulikaKala_to_2,yamaganda_prefix,yamaganda_from,yamaganda_to,yamaganda_prefix_2,yamaganda_from_2,yamaganda_to_2,arthaPrahara_prefix,arthaPrahara_from,arthaPrahara_to,arthaPrahara_prefix_2,arthaPrahara_from_2,arthaPrahara_to_2,shubhaSamaya_prefix,shubhaSamaya_from,shubhaSamaya_to,shubhaSamaya_prefix_2,shubhaSamaya_from_2,shubhaSamaya_to_2,ಮೇಷ,ವೃಷಭ,ಮಿಥುನ,ಕರ್ಕಾಟಕ,ಸಿಂಹ,ಕನ್ಯಾ,ತುಲಾ,ವೃಶ್ಚಿಕ,ಧನಸ್ಸು,ಮಕರ,ಕುಂಭ,ಮೀನ
24-09-2026,data\2026\09\24-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:14,"ಪರಿಪೂರ್ಣವಾಗಬೇಕಿಲ್ಲ, ಅರ್ಥಪೂರ್ಣವಾಗಿದ್ದ",ಹೃದಯ ವಿಕಾರ ಜಾಗೃತಿ ದಿನ,ಶ್ರೀ ಶೈಲವಾಗೀಶ,ಪಂಡಿತರಾಧ್ಯಸ್ವಾಮಿ ಪುಣ್ಯ ತಿಥಿ,ಗೋವಿಂದಪ್ರಭೂ ಜಯಂತಿ,ಫತ್ತೆಯಾಜದಹಮ,ತರಳಬಾಳು ಹಿರಿಯ ಜಗದ್ಗುರುಗಳಾದ,ಶಿವಕುಮಾರ ಶಿವಾಚಾರ್ಯ ಮಹಾಸ್ವಾಮಿಗಳ ಪುಣ್ಯತಿಥಿ.,,,,,,,ತ್ರಯೋದಶಿ,23.19,ಧನಿಷ್ಠಾ,10.35,ಧೃತಿ,15.55,ಕೌಲವ,11.10,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,8,ಶುಕ್ಲ,ಕನ್ನಾ,ಕುಂಭ,ಮ.,01:30,03:00,,,,ಬೆ.,9:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಬೆ.,03:00,04:30,,,,UNKNOWN,,,,,,ಪ್ರೋತ್ಸಾಹ,ಪ್ರೀತಿ,ಯಶಸ,ಅಭಿವೃದಿ,ಸಮಸ್ಯೆ,ಕೋಪ,ಬಲ,ಸಂಪತ್ತು,ಸಂತೋಷ,ಸ್ನೇಹ,ಒಳ್ಳೆಯದು,ಸಂತೋಷ
24-10-2026,data\2026\10\24-10-2026.jpg,ಭಾದ್ರಪದ/ಅಶ್ವೀನ,ಪರಾಭವ,1948,ಕನ್ಯಾ/ ತುಲಾ,06:11,17:56,ಸಾಧನೆಗಾಗಿ ತಾಳೆ.ಅತಿ ಮುಖ್ಯ,4ನೇ ಶನಿವಾರ,ವಿಶ್ವಸಂಸ್ಥೆ ದಿನ,ವಿಶ್ವ ಮಾಹಿತಿ ಪ್ರಸಾರ ದಿನ,ಚಾಮುಂಡೀಬೆಟ್ಟದ ಚಾಮುಂಡೇಶ್ವರಿ ರಥ,ಹಿರೇಗುತ್ತಿ ಹರಿನಾಮ,ಸಪ್ತಾಹ,ಕೊಪ್ಪಳ ತಾ. ಭಾಗ್ಯನಗರ ಶಂಕರಾಚಾರ್ಯರ ಮಠದಲ್ಲಿ,ಶ್ರೀ ಶಿವರಾಮಾಧೂತರ ಪುಣ್ಯಾರಾಧನೆ.,,,,,,ತ್ರಯೋದಶಿ,13.37,ಉ.ಭಾ,20.32,ವ್ಯಾಘಾತ,20.01,ಗರಜ,24.52,ದಕ್ಷಿಣಾಯ,ಸೌರ ಹೇಮಂತ,8,ಶುಕ್ಲ,ತುಲಾ,ಮೀನ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,05:00,,,,ಮ.,12:86,51:31,,,,ಮ.,03:50,05:24,,,,ಪ್ರೋತ್ಸಾಹ,ಪ್ರೀತಿ,ಆತಂಕ,ಪ್ರಯತ್ನ,“ಶ್ರದ್ದೆ,ಪ ಬುದ್ಧಿವಂತಿಕೆ,ಉತ್ಸಾಹ,ಸ್ಪರ್ಧೆ,ಫ್ರೀತಿ,ಮರೆವು,ಶಾಂತಿ,ಯಶಸ್ಸು
24-11-2026,data\2026\11\24-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:22,17:50,ದೂರದ ಬೆಟ್ಟ ಕಣ್ಣಿಗೆ ನುಣ್ಣಗೆ,ಗೌರಿ ಹುಣ್ಣಿಮೆ,ವ್ರತ,ತ್ರಿಪುರಾರಿ ಹುಣ್ಣಿಮೆ ಸಮಾಪ್ತಿ,ರಾ. ಭೀಷ್ಮ ಪಂಚಕ ವ್ರತ/ಕಾರ್ಶಿಕ ಸ್ನಾನ/ತುಲಸಿ,ವಿವಾಹ ಸಮಾಪ್ತಿ. ಕಾರ್ತಿಕ ಸ್ವಾಮಿ ದರ್ಶನ,ಗುರುನಾನಕ ಜಯಂತಿ,ಭೂಮಿ ಪೂಜೆ,,,,,,,ಹುಣ್ಣಿಮ,20.24,ಕೃತ್ತಿಕಾ,23.25,ಪರಿಘ,16.06,ವಿಷ್ಟಿ,10.06,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,9,ಶುಕ್ಲ,ವೃಶ್ಚಿಕ,ಮೇಷ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,09:00,,,,ರಾ.,09:16,10:42,,,,ನಿರಾಶೆ,ಶ್ರೇಷ್ಠತೆ,ಲಾಭ,ಖರ್ಚು,ಸಂತೋಷ,ಆತಂಕ,ಯಶಸ್ಸು,ಅನುಕೂಲ,ಭಯ,ತೊಂದರೆ,ಸಮಸ್ಯೆ,ಪ್ರೋತ್ಸಾಹ
25-01-2026,data\2026\01\25-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:46,18:17,ಾಸ ಅರಿಯದವನು ಇತಿಹಾಸವನು ಸೃಷಿ,ರಥ ಸಪ್ತಮಿ,ಸೂರ್ಯ ನಮಸ್ಕಾರ ದಿನ,ಸಂಕೇಶ್ವರ,ಶಂಕರಲಿಂಗೇಶ್ವರ ರಥ ಪೂಜೆ,ಹೊನ್ನಾವರ ತಾ.,ಇಡಗುಂಜಿ ಗಣಪತಿ,ಹಾನಗಲ್ಲ ತಾ. ಬೆಳಗಾಲ,ಪೇಟೆ ವೀರಭದ,ರಥಗಳು.,,,,,ಸಪ್ತಮಿ,23.11,ರೇವತಿ,13.36,ಸಿದ್ದ,11.46,ಗರಜ,11.59,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,12,ಶುಕ್ಲ,ಮಕರ,13.36,ಸ.,04:30,06:00,,,,ಮ.,65:08,04:36,,,,ಮ.,12:00,01:30,,,,ಮ.,10:30,12:00,,,,ಬೆ.,11:15,12:49,,,,ದಯೆ,ಪ್ರೋತ್ಸಾಹ,ಆಸಕ್ತಿ,ಭಯ,ಉಡುಗೊರೆ,ಸಂತೋಷ,ಸಹಾಯ,ಖರ್ಚು,ಭಕ್ತಿ,ಅಭಿವುದಿ,ಪ್ರಯತ್ನ,ಪ್ರೀತಿ
25-02-2026,data\2026\02\25-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:37,18:27,"ಕೆಗಳೇ ಸತ್ತು ಹೋದ ಮೇಲೆ, ಅಮೃತ ಸಿಕ್ಕರೇನು ಃ",ಶ್ರೀ ಹರಿ ಜಯಂತಿ,ಅಡವಿಸಿದ್ದೇಶ್ವರ ಜಾತ್ರೆ ಅಂಕಲಗಿ,ತಾ. ಗೋಕಾಕ,ಮುರನಾಳ ತಾ. ಬಾಗಲಕೋಟೆ ಶ್ರೀ,ಮುಳಿಯಪ್ಪ,ಬರಿಯಾರು,ಕೊಗ್ಗೆ ಮಾಡದ,ದುರ್ಗಾಂಬಾ ರಥಗಳು.,,,,,,ನವಮಿ,26.41,ರೋಹಿಣಿ,13.39,ವಿಷ್ಕಂಭ,25.25,ಬಾಲವ,15.47,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,13,ಶುಕ್ಲ,ಕುಂಭ,ವೃಷಭ,ಮ.,12:00,01:30,,,,ಬೆ.,1013,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಬೆ.,10:38,12:08,,,,ಪಗತಿ,ಕರ್ತಿ,ಕುತೂಹಲ,ವಿಳಂಬ,ಲಾಭ,ದಯ,ಭಯ,ಉಡುಗೊರೆ,ಚಿಂತೆ,ಅಲೆದಾಟ,ಸಾಲ,ಯಶಸ್ಸು
25-03-2026,data\2026\03\25-03-2026.jpg,ವಿಶ್ವಾವಸು ಪರಾಭವ,ವಿಶ್ವಾವಸು ಪರಾಭವ,1947,ಕುಂಭ/ಮೀನ,06:20,18:30,ವೀಯತೆಯು ಶತ್ರುವನ್ನುಮಾಡದೆ ಪ್ರೀತಿಯನ್ನುಮಾಃ,ಶ್ರೀ ಭವಾನಿಜಯಂತಿ,ಹೊನ್ನಹಳ್ಳಿ ತಾ. ಹುಕ್ಕೇರಿ,ಜಂಗಲಿಪೀಥ ಬಾಬಾ ಉರುಸು,ವಾಸಂತಿ ದುರ್ಗಾ,ಪೂಜಾರಂಭ,ಕಿಕ್ಕೇರಿ ಮಹಾಲಕ್ಷ್ಮೀ ಉತ್ಸಾವಾರಂಭ.,ಆನೇಕಲ್ಲು ತೀಮ್ಮರಾಯ ರಥ.,,,,,,,ಸಪ್ತಮ,13.51,ಮೃಗಶಿರಾ,17.34,ಸೌಭಾಗ್ಯ,27.0,ವಿಷ್ಟಿ,24.45,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,11,ಕೃಷ್ಣ,ಮೀನ,ಮಿಥನ,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಬೆ.,09:19,10:49,,,,* ಸಂತೋಷ,ಲಾಭ,ಸ್ನೇಹ,ಪ್ರೀತಿ,ಪ್ರೀತಿ,ಆಸೆ,ಪ್ರತಿಭೆ,ಕರ್ತಿ,ಒಳ್ಳೆಯದು,ಶಾಂತಿ,ಅಭಿವೃದ್ದಿ,ಒಳ್ಳೆಯಸುದ್ದಿ
25-04-2026,data\2026\04\25-04-2026.jpg,ಚೈತ್ರ|ವೈಶಾಖ,ಪರಾಭವ,1948,ಮೀನ/ಮೇಷ,06:01,18:33,ದುಕಿರುವುದು ಒಂದು ದಿನ ಸಾಯುವುದಕ್ಕಲ್ಲ ಏನಾದರೂ ಸಾಧಿ:,2ನೇ ಶನಿವಾರ,ವಷಿಷ್ಠ ಖಷಿ ಜಯಂತಿ,ಸೀತಾನವಮಿ,ಜಾನಕಿ ಜನ್ಮ. ರೋಣ ಬಸವೇಶ್ವರ,ವೀರಭದ್ರ ರಥ,ಗದಗ ತಾ. ಹರ್ಲಾಪುರ ಶ್ರೀ ರಾಮ,ಕರುಣಾನಂದ ಜಾತ್ರೆ,ವಿಶ್ವ ಮಲೇರಿಯಾ ದಿನ,,,,,,ನವಮಿ,18.29,ಆಶ್ಚೇಷಾ,20.05,ಗಂಡ,23.43,ಬಾಲವ,06.51,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,12,ಶುಕ್ಲ,ಮೇಷ,ಕರ್ಕ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:00,,,,ಮ.,01:30,05:00,,,,ಮ.,12:06,01:30,,,,ಸ.,06:29,08:04,,,,ಯಶಸ್ಸು,ಲಾಭ,ಅಭಿವೃದ್ದಿ,ಶಾಂತಿ,ಸಂತೋಷ,ಸಾಲ,ಗಮನ,ಸಂತೋಷ,ಯಶಸ್ಸು,ಪ್ರೀತಿ,ಸೌಮ್ಯತ,ಸ್ನೇಹ
25-05-2026,data\2026\05\25-05-2026.jpg,ವೈಶಾಖ|ಅಧಿಕ ಜ್ಯೇಷ್ಠ,ಪರಾಭವ,1948,ಮೇಷ/ವೃಷಭ,05:52,18:40,ಜಗತ್ತಿನಲ್ಲಿಯಾರೂ ಪರಿಪೂರ್ಣರಲ್ಲ,ಗಂಗಾ ದಶರಹಾ ಸಮಾಪ್ತಿ. ರೋಹಿಣಿ ಮಳೆ,ಪ್ರಾರಂಭ.,,,,,,,,,,,,ದಶಮಿ,29.11,ಉತ್ತರಾ,28.0,ಶಜ್ರ,02.15,ತೈಕಿಲ,16.47,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,11,ಕೃಷ್ಣ,ವಷಭ,ಸಿಂಹ,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ರಾ.,08:33,10:14,,,,ಯಶಸ್ಸು,ಮೆಚ್ಚುಗೆ,ಸಾಲ,ಒಳ್ಳೆಯದು,ಲಾಭ,ಸಂತೋಷ,ಲಾಭ,ಉಡುಗೊರೆ,ಅನುಕೂಲ,ಸಂತೋಷ,ಸಂತೋಷ,ಗೌರವ
25-06-2026,data\2026\06\25-06-2026.jpg,ಅ.ಜ್ಯೇಷ್ಠ/ನಿ.ಜ್ಯೇಷ್ಠ,ಪರಾಭವ ನಾಮ,1948,ವೃಷಭ/ಮಿಥುನ,05:55,18:40,ಸಹಾಯ ಮಾಡುವುದೇ ನಿಜವಾದ,ನಿರ್ಜಲಾ ಏಕಾದಶಿ,ಭದ್ರಕಾಲಿ ಏಕಾದಶಿ,ಶ್ರೀ,ಮಾಧವಾನಂದ ಪ್ರಭು ಪು.ತಿ. ಇಂಚಗೇರಿ ತಾ. ಇಂಡಿ,ಶ್ರೀರಂಗಪಟ್ಟಣ ನೃಸಿಂಹ ರಥ,ಗಾಯತ್ರಿ ಜಯಂತಿ,ಕತ್ತಲ ರಾತ.,,,,,,,ಏಕಾದಶಿ,20.10,ಸ್ವಾತಿ,10.29,ಶಿವ,10.54,ವಣಿಜ,07.09,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,11,ಶುಕ್ಲ,ಮಿಥುನ,ತುಲಾ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,03:00,04:30,,,,ಬೆ.,06:46,08:32,,,,ಪ್ರೀತಿ,ದುರಾಸೆ,ಸರ್ಧೆ,ಅನುಕೂಲ,ಅಭಿವೃದ್ದಿ,ಬ ಸಾಲ್‌,ಖರ್ಚು,ಭರವಸೆ,ಪ್ರೋತ್ಸಾಹ,ಆಲೋಚನೆ,ಪ್ರಯತ್ನ,ಪ್ರೀತಿ
25-07-2026,data\2026\07\25-07-2026.jpg,ನಿಜ ಜ್ಯೇಷ್ಠ/ಆಷಾಢ,ಪರಾಭವ,1948,ಮಿಥುನ/ಕರ್ಕ,06:03,18:48,ಸಹನ * ಶ್ರಮ ಯಶಸ್ತು,4ನೇ ಶನಿವಾರ,ದೇವಶಯನಿ,ವೈಷ್ಣವಾಲಯ,ಡೋಲೋತ್ಸವ,ಪಂಢರಪೂರ ಯಾತ್ರೆ,ಹೊಸಹೊಳಲು,ಲಕ್ಷ್ಮೀ ನಾರಾಯಣ ಉಯ್ಯೂಲೋತ್ಸವ,ಮಾಲೇಕಲ್ಲು,ತೀರುಪತಿ ವೆಂಕಟರಮಣ ರಥ.,,,,,ಏಕಾದಶಿ,11.35,ಜ್ಯೇಷ್ಠಾ,FULL DAY,ಬ್ರಹ್ಮಾ,21.6,ಬವ,24.47,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,10,ಶುಕ್ಲ,ಕರ್ಕ,ವೃಶ್ಚಿಕ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:00,01:30,,,,ಮ.,09:41,11:29,,,,ಒಳ್ಳೆಯ ಕೆಲಸ,ಸೌಮ್ಯತೆ,ಶೇಷತೆ,ಕುತ್ಸಾಹ,ಯಶಸ್ಸು,ಅನಾರೋಗ್ಗ,ತೊಂದರೆ,ಅಭಿವೃದ್ದಿ,ಆಸಕ್ತಿ,ಸ್ಪೇಹ,ಆತಂಕ,ಸಂತೋಷ
25-08-2026,data\2026\08\25-08-2026.jpg,ಆಷಾಢ|ಶ್ರಾವಣ,ಪರಾಭವ,1948,ಕರ್ಕ/ಸಿಂಹ,06:08,18:25,ಬೆವರು ಸುರಿಸಿದವನಿಗೆ ಫಲ ತಪ್ಪದು,ತ್ರಯೋದಶಿ ವೃದ್ಧಿ,ಭೌಮ ಪ್ರದೋಷ. ಮಂಗಳಾ ಗೌರಿ,ಪೂಜೆ. ಘಬಾಡ ಪ್ರಾರಂಭ,ಭ. ಜಿವ್ಹೇಶ್ವರ ಜಯಂತಿ.,ನರಹರಿ ಸೋನಾರ ಜಯಂತಿ. ನಚ್ಚಿಯಾರ ಗುಡಿ ಪುಷ್ಪ,ಪಲ್ಲಕ್ಕಿ ಉತ್ಸವ. ಶಿವಯೋಗಿ ಪು.ತಿ. ನಿಪ್ಪಾಣಿ,,,,,,,,ದ್ವಾದಶಿ,06.21,ಉ.ಷಾ,22.51,ಆಯುಪ್ಮಾನ,07.41,ಕೌಲವ,19.14,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,9,ಶುಕ್ಲ,ಸಿಂಕ್‌,ಮಕರ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,00,,,,ಮ.,03:49,05:34,,,,ಲಾಭ,ಒಳ್ಳೆಯ ಕೆಲಸ,ಸ್ಪರ್ಧೆ,ಕುತೂಹಲ,ಗಮನ,ಸಹಾಯ,ಸ್ನೇಹ,ಉತ್ಸಾಹ,ಯಶಸ್ಸು,ಒಳ್ಳೆಯದು,ಯಶಸ್ಸು,ಸಂತೋಷ
25-09-2026,data\2026\09\25-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:13,ಗೆ ವಿಶ್ರಾಂತಿ ಕೊಡುವುದು ಕೂಡ ಧ್ರೈಯ,ಅನಂತಚತುರ್ದಶಿ ವ್ರತ,ಮೃತ್ತಿಕಾ ಗಣಪತಿ ವಿಸರ್ಜನೆ,ಅನಂತನ,ಹುಣ್ಣಿಮೆ,ಚಿದಂಬರನಗರ ಪರಮೇಶ್ವರ ದಿಕ್ಷೀತ ಪುಣ್ಯ ತಿಥಿ,ಚಿಮ್ಮಡ ಪ್ರಭೂದೇವ ಜಾತ್ರೆ,ಯಲಬುರ್ಗಾ ತಾ. ಕಲ್ಲೂರು,ಹಿರೇಮಠದ ಲಿಂ,ಶ್ರೀ ಗುರು ವಿರುಪಾಕ್ಷೇಶ್ವರ ಸ್ವಾಮಿಗಳ ಪು.ದಿ.,,,,,ಚುತುರ್ದಶಿ,23.07,ಶತಭಿಷಾ,11.23,ಶೂಲ,14.51,ಗರಜ,11.18,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,9,ಶುಕ್ಲ,ಕನ್ನಾ,ಕುಂಭ,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,03:00,,,,ಬೆ.,03:56,05:35,,,,ಕರುಣೆ,ಅಭಿವೃದ್ದಿ,ದಯ”,ಕಾಟರ್ಕು ಆಯಾಸ,ಭಯ,ಬುದ್ದಿವಂತಿಕೆ,ಕೋಪ,ಆನಂದ,ಭಕ್ತಿ,ಯಶಸ್ಸು,ಸಂಪತ್ತು,ಬಲ
25-10-2026,data\2026\10\25-10-2026.jpg,ಭಾದ್ರಪದ/ಅಶ್ವೀನ,ಪರಾಭವ,1948,ಕನ್ಯಾ/ ತುಲಾ,06:11,17:55,"ೇವನ ನಿನ್ನನ್ನು ಪರೀಕ್ಷಿಸುತ್ತದೆ, ನೀನು ನಿನ್ನನ್ನು ಸಾಬೀತ.",ಕೋಜಾಗರಿ,ವ್ರತ ಹುಣ್ಣಿಮೆ,ವಾಲ್ಮೀಕಿ ಜಯಂತಿ,ಅನ್ವಾಧಾನ,ಕುಲಧರ್ಮ,ಅನ್ನಾಭಿಷೇಕ,ಶ್ರೀ ರಾಮತೀರ್ಥರ,ಆರಾಧನೆ,ಕೋಜಾಗೌರಿ ವ್ರತ,ತುಳಜಾಪೂರ ಭವಾನೀದೇವಿ,ಉತ್ಸವ,ಆಕಾಶ ದೀಪದಾನ.,,ಚತುರ್ದಶಿ,11.57,ರೇವತಿ,19.22,ಹರ್ಷಣ,17.22,ವಿಷ್ಟಿ,2.53,ದಕ್ಷಿಣಾಯ,ರ್ದಶಿ 11.57,9,ಶುಕ್ಲ,ತುಲಾ,ಮೀನ,ಸ.,04:30,06:00,,,,ಮ.,5:00,64:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,16:36,12,,,,ಸ.,05:05,06:36,,,,ಸಂತೋಷ,ಸ್ನೇಹ,ಒಳ್ಳೆಯದು,ಪ್ರೋತ್ಸಾಹ,ಅತಂಕ,ಸಕ್ತಿ,ಪ್ರಯತ್ನ,ಗಮನ,ಖರ್ಚು,ತಾಳ್ಮೆ,ಭಕ್ತಿ,ಲಾಭ
25-11-2026,data\2026\11\25-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:22,17:50,ತಾಳಿದವನು ಬಾಳಿಯಾನು,ಸ್ಪಷ್ಟ ರಾಹು ಮಕರದಲ್ಲಿ,ಕೇತು ಕರ್ಕದಲ್ಲಿ,ಇಷ್ಟಿ.,ಕೊಡೇಕಲ್ಲ ತಾ. ಸುರಪುರ ಬಸವೇಶ್ವರ,ಚಿಕ್ಕ ಉಪ್ಪೇರಿ,ತಾ. ಲಿಂಗಸೂಗುರು ಶ್ರೀ ಸದಾನಂದ ಗುರು ಶ್ರೀ,ಸದಾನಂದ ಜಾತ್ರೆಗಳು.,,,,,,,ಪ್ರತಿಪದಾ,16.51,ರೋಹಿಣಿ,20.36,ಶಿವ,12.00,ತ,06.38,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,10,ಕೃಷ್ಣ,ವೃಶ್ಚಿಕ,ವೃಷಭ,ಮ.,12:00,01:30,,,,ಮ.,1013,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,ಸ.,05:46,07:11,,,,ಯಶಸ್ಸು,ಭಯ,ಅಬಿವುದಿ,ಅನುಕೂಲ,ಆತಂಕ,ಪ್ರೋತ್ಸಾಹ,ಶಾಂತಿ,ತೊಂದರೆ,ನಿರಾಶೆ,ಖರ್ಚು,ವಿಳಂಬ,ಸಾಲ
26-01-2026,data\2026\01\26-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,: ಇ ಇದನು/ಮಕರ,06:46,18:18,ಲ್ಲರಿಗೂ ಗಣರಾಜ್ಕ್ಯೋತ್ಸವಧ ಶುಭಾಶಯಗಳ,ಗಣರಾಜ್ಯೋತ್ಸವ ದಿನ,ಸಂಗೋಳ್ಳಿ ರಾಯಣ್ಣ,ಪು.ದಿನ,ಅದೈಶ್ಯ' ಶಿವಯೋಗಿ ಹಾಗೂ ಶ್ರೀ ರಾಮ,ಮಂಡಿರ ಬಾಳಪ್ಪಜ್ಜನ ಪ್ರ.ಶ ಗೃದರ್ಲಹಳ್ಳಿ,ಹೊನ್ನಾವರ ತಾ. ಹೊಸಕುಳಿ -ಈಶರ ಜಾತೆ.,,,,,,,,ಅಷ್ಟಮಿ 2110,21.19,ಅಶ್ವಿನಿ ವ,12.33,ಸಾಧ್ಯ,09.11,''ಪಿಷ್ಟಿ,10.17,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,13,ಶುಕ್ಲ,ಮಕರ,ಮೇಷ,ಬೆ.,07:30,09:00,,,,ಮ.,01:30,03:00,,,,ಮ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,05:39,07:11,,,,ಅಭಿವೃದ್ದಿ,ಸಂಪತ್ತು,ಭಕ್ತಿ,ಯಶಸ್ಸು,ಸಹಾಯ,ಬಲ,ಮೆಚ್ಚುಗೆ,ವಿನಯ,ಆಸಕ್ತಿ,ಫ್ರೀತಿ,ಸ್ಪರ್ಧೆ,"*», ಸಾಲ"
26-02-2026,data\2026\02\26-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:37,18:28,ಯತ್ನಾಗಿ ಇರ್ತಿವೋ ಅಲ್ಲೇ ತುಂಬಾ ನೋವು ಸಿಗೆ,ಸ್ವಾ.ಸಾವರಕರ ಪುಣ್ಯದಿನ,ತೊಗರ್ಸಿ ತಾ. ಶಿಕಾರಿಪುರ,ಶ್ರೀ ಮಲ್ಲಿಕಾರ್ಜುನಸ್ವಾಮಿ ದೊಡ್ಡ ರಥ,ಸೋಗಲಸೊಳೆಮೇಶ್ವರ ರಥೋತ್ಸವ,ಸಿರ್ಲಿ ತಾ.,ಚಿಕ್ಕೋಡಿ ದತ್ತ ಉತ್ಸವ,,,,,,,,ದಶಮಿ,24.34,ಮೃಗಶಿರಾ,12.12,ಶ್ರೀತಿ,02.33,ತೈತಿಲ,13.37,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,14,ಕೃಷ್ಣ,ಕುಂಭ,ಮಿಥುನ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,03:00,04:30,,,,ಬೆ.,03:55,05:25,,,,ಯಶಸು,ಒಳ್ಳೆಯದು,ಸೌಮತೆ,ಪ್ರಯತ್ರ,ಪ್ರೀತಿ,ಬುದ್ದಿವಂತಿಕ,* ಸಂತೋಷ,ಸ್ನೇಹ,ಸರ್ಧೆ,ೃಾಂತಿ,ಅಭಿವೃದ್ಧಿ,ಗೊಂದಲೆ
